type,dust,wr,games,duration,card_0,card_1,card_2,card_3,card_4,card_5,card_6,card_7,card_8,card_9,card_10,card_11,card_12,card_13,card_14,card_15,card_16,card_17,card_18,card_19,card_20,card_21,card_22,card_23,card_24,card_25,card_26,card_27,card_28,card_29,wins,hero
Resurrect Priest,8620,0.519,2900,11.2,Embalming Ritual,Power Word: Shield,Injured Tol'vir,Shadowy Figure,Bad Luck Albatross,Grave Rune,Psychopomp,Convincing Infiltrator,Mass Hysteria,Sandhoof Waterbearer,Time Rip,Zilliax,Khartut Defender,Kronx Dragonhoof,"Galakrond, the Unspeakable",Mass Resurrection,Plague of Death,,,,,,,,,,,,,,1505.1000000000001,Priest
Quest Hunter,11800,0.519,1800,7.8,Clear the Way,Springpaw,Unseal the Vault,Hench-Clan Hogsteed,Licensed Adventurer,Questing Explorer,Desert Spear,Diving Gryphon,SN1P-SN4P,Unleash the Hounds,Bone Wraith,Faceless Corruptor,Leeroy Jenkins,Zilliax,Swarm of Locusts,Veranus,Boommaster Flark,Sea Giant,,,,,,,,,,,,,934.2,Hunter
Highlander Warrior,16180,0.518,1000,13.2,Boom Squad,Eternium Rover,Shield Slam,Town Crier,Whirlwind,Frightened Flunky,Warpath,Weapons Project,Zephrys the Great,Bomb Wrangler,EVIL Quartermaster,Livewire Lance,Shield Block,SN1P-SN4P,Vulpera Scoundrel,Grand Lackey Erkh,Molten Breath,Omega Devastator,Restless Mummy,Brawl,Dragonmaw Scorcher,Dyn-o-matic,Harrison Jones,Plague of Wrath,Supercollider,Zilliax,Siamat,"Deathwing, Mad Aspect","Dr. Boom, Mad Genius",Dragonqueen Alexstrasza,518.0,Warrior
Galakrond Rogue,10760,0.518,3400,9.1,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Lifedrinker,Spirit of the Shark,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,,,,,,,,,,,,,1761.2,Rogue
Quest Hunter,5260,0.518,2100,8.4,Shimmerfly,Springpaw,Timber Wolf,Unseal the Vault,Hench-Clan Hogsteed,Revenge of the Wild,Scavenging Hyena,Vicious Scalehide,Animal Companion,Desert Spear,Master's Call,Unleash the Hounds,Dire Frenzy,Marked Shot,"Halazzi, the Lynx",Tundra Rhino,Savannah Highmane,Swarm of Locusts,,,,,,,,,,,,,1087.8,Hunter
Galakrond Rogue,19180,0.518,1800,8.1,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,SN1P-SN4P,Devoted Maniac,Dragonmaw Poacher,Spirit of the Shark,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,Mountain Giant,932.4,Rogue
Quest Hunter,18960,0.518,1100,8.1,Springpaw,Unseal the Vault,Hench-Clan Hogsteed,Licensed Adventurer,Questing Explorer,Revenge of the Wild,Snake Trap,Zephrys the Great,Animal Companion,Deadly Shot,Desert Spear,Diving Gryphon,Microtech Controller,SN1P-SN4P,Unleash the Hounds,Ursatron,Bone Wraith,Cult Master,Dragonbane,Replicating Menace,Sky Gen'ral Kragg,Faceless Corruptor,"Halazzi, the Lynx",Leeroy Jenkins,Zilliax,Swarm of Locusts,Veranus,Dinotamer Brann,Shu'ma,Dragonqueen Alexstrasza,569.8000000000001,Hunter
Galakrond Quest Shaman,8680,0.518,3400,9.6,Corrupt the Waters,Sludge Slurper,EVIL Cable Rat,EVIL Totem,Invocation of Frost,Novice Engineer,Questing Explorer,Sandstorm Elemental,Mind Control Tech,Weaponized Wasp,Devoted Maniac,Dragon's Pack,Shield of Galakrond,Corrupt Elementalist,Kronx Dragonhoof,"Galakrond, the Tempest",Shudderwock,,,,,,,,,,,,,,1761.2,Shaman
Highlander Mage,20420,0.517,2900,8.9,Elemental Evocation,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,1499.3,Mage
Galakrond Shaman,9600,0.517,3200,9.1,Mutate,Sludge Slurper,EVIL Totem,Invocation of Frost,Far Sight,Mana Tide Totem,Devoted Maniac,Lifedrinker,Barista Lynchen,Dragon's Pack,Faceless Corruptor,Shield of Galakrond,Corrupt Elementalist,Kronx Dragonhoof,"Galakrond, the Tempest",Mogu Fleshshaper,Shudderwock,,,,,,,,,,,,,,1654.4,Shaman
Murloc Paladin,8780,0.517,2000,5.5,Grimscale Oracle,Murloc Tidecaller,Murmy,Toxfin,Bluegill Warrior,Fishflinger,Sir Finley of the Sands,Tasty Flyfish,Zephrys the Great,Coldlight Seer,Murloc Warleader,Nightmare Amalgam,Murloc Tastyfin,Prismatic Lens,Truesilver Champion,Leeroy Jenkins,Scalelord,Tip the Scales,,,,,,,,,,,,,1034.0,Paladin
Hand Warlock,9240,0.517,1200,7.6,Elven Archer,Mortal Coil,Plague of Flames,Sinister Deal,Soulfire,EVIL Genius,Nether Breath,Dark Skies,Scalerider,Lifedrinker,Twilight Drake,Crazed Netherwing,Leeroy Jenkins,Zilliax,Valdris Felgorge,Alexstrasza,Mountain Giant,,,,,,,,,,,,,,620.4,Warlock
Highlander Mage,19520,0.517,9500,8.2,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Fireball,Spellbreaker,Twilight Drake,Boompistol Bully,"Malygos, Aspect of Magic",Naga Sand Witch,Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Luna's Pocket Galaxy,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,Pyroblast,4911.5,Mage
Highlander Mage,20740,0.517,1900,8.6,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Conjurer's Calling,Dragonmaw Poacher,Polymorph,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,Mountain Giant,982.3000000000001,Mage
Wall Druid,7580,0.516,8200,8.8,Innervate,Strength in Numbers,Breath of Dreams,Wrath,Ferocious Howl,Wild Growth,Witching Hour,Archmage Vargoth,Predatory Instincts,Swipe,Big Ol' Whelp,Witchwood Grizzly,Zilliax,Emerald Explorer,Evasive Drakonid,Winged Guardian,Alexstrasza,"Ysera, Unleashed",,,,,,,,,,,,,4231.2,Druid
Highlander Mage,20320,0.516,1300,8.5,Ray of Frost,Zephrys the Great,Arcane Intellect,Bad Luck Albatross,Frost Nova,Messenger Raven,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Azure Explorer,Conjurer's Calling,Dragonmaw Poacher,Escaped Manasaber,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,The Amazing Reno,Mountain Giant,670.8000000000001,Mage
Galakrond Rogue,9260,0.516,1100,8.5,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,Devoted Maniac,Lifedrinker,Spirit of the Shark,Leeroy Jenkins,Shield of Galakrond,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,567.6,Rogue
Galakrond Shaman,10980,0.515,1900,8.6,Mutate,Earth Shock,Totemic Smash,Earthen Might,Invocation of Frost,Novice Engineer,Electra Stormsurge,Far Sight,Haunting Visions,Spirit of the Frog,Zentimo,Devoted Maniac,Hex,Dragon's Pack,Shield of Galakrond,Corrupt Elementalist,Kronx Dragonhoof,"Galakrond, the Tempest",Shudderwock,,,,,,,,,,,,978.5,Shaman
Galakrond Warlock,11120,0.514,1100,9.2,Sacrificial Pact,Mortal Coil,Plague of Flames,Nether Breath,Zephrys the Great,Dark Skies,Dragonblight Cultist,Devoted Maniac,Fiendish Rites,Veiled Worshipper,Crazed Netherwing,Shield of Galakrond,Zilliax,Abyssal Summoner,Kronx Dragonhoof,"Galakrond, the Wretched",Twisting Nether,Dragonqueen Alexstrasza,,,,,,,,,,,,,565.4,Warlock
Galakrond Warlock,12440,0.514,2500,8.2,Mortal Coil,Plague of Flames,Supreme Archaeology,Licensed Adventurer,Nether Breath,Questing Explorer,Zephrys the Great,Dark Skies,Dragonblight Cultist,Devoted Maniac,Fiendish Rites,Veiled Worshipper,Crazed Netherwing,Shield of Galakrond,"Galakrond, the Wretched",Valdris Felgorge,Alexstrasza,Dragonqueen Alexstrasza,,,,,,,,,,,,,1285.0,Warlock
Galakrond Warlock,12680,0.513,1900,9.4,Sacrificial Pact,Mortal Coil,Plague of Flames,Nether Breath,Dark Skies,Dragonblight Cultist,SN1P-SN4P,Devoted Maniac,Fiendish Rites,Veiled Worshipper,Crazed Netherwing,Shield of Galakrond,Zilliax,Abyssal Summoner,Kronx Dragonhoof,"Galakrond, the Wretched",Twisting Nether,Alexstrasza,Dragonqueen Alexstrasza,,,,,,,,,,,,974.7,Warlock
Embiggen Druid,8200,0.513,2400,7.3,Embiggen,Acornbearer,Breath of Dreams,Crystal Merchant,Faerie Dragon,Vicious Scalehide,Nightmare Amalgam,Savage Roar,SN1P-SN4P,Evasive Feywing,Spellbreaker,Faceless Corruptor,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,,,,,,,,,,,,,,1231.2,Druid
Galakrond Warrior,8600,0.513,7000,8.8,Inner Rage,Eternium Rover,Town Crier,Whirlwind,Armorsmith,Battle Rage,Ritual Chopper,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,EVIL Quartermaster,Livewire Lance,Devoted Maniac,Scion of Ruin,Leeroy Jenkins,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,3591.0,Warrior
Malygos OTK Rogue,14520,0.513,2600,8.0,Backstab,Preparation,Praise Galakrond!,Sinister Strike,Bloodmage Thalnos,Eviscerate,Sap,Shiv,Edwin VanCleef,Fan of Knives,Seal Fate,Devoted Maniac,Umbral Skulker,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Jepetto Joybuzz,Malygos,,,,,,,,,,,1333.8,Rogue
Wall Druid,6040,0.513,2700,8.6,Innervate,Strength in Numbers,Breath of Dreams,Wrath,Ferocious Howl,Wild Growth,Witching Hour,Archmage Vargoth,Predatory Instincts,Swipe,Witchwood Grizzly,Emerald Explorer,Amani War Bear,Evasive Drakonid,Winged Guardian,Alexstrasza,"Ysera, Unleashed",,,,,,,,,,,,,,1385.1000000000001,Druid
Galakrond Rogue,10560,0.512,3400,8.3,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,1740.8,Rogue
Malygos OTK Rogue,16280,0.512,3000,8.5,Backstab,Preparation,Pharaoh Cat,Praise Galakrond!,Sinister Strike,Eviscerate,Edwin VanCleef,Seal Fate,SN1P-SN4P,Bone Wraith,Devoted Maniac,Umbral Skulker,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Alexstrasza,Malygos,,,,,,,,,,,1536.0,Rogue
Galakrond Rogue,11080,0.511,1300,8.9,Backstab,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Underbelly Fence,Blink Fox,Edwin VanCleef,Seal Fate,SI:7 Agent,Devoted Maniac,Hench-Clan Burglar,Vendetta,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Tess Greymane,,,,,,,,,,,,,664.3000000000001,Rogue
Resurrect Priest,6920,0.511,2600,9.5,Forbidden Words,Inner Fire,Power Word: Shield,Divine Hymn,Divine Spirit,Injured Tol'vir,Shadow Word: Pain,Shadow Word: Death,Archmage Vargoth,Grave Rune,Convincing Infiltrator,Mass Hysteria,Witchwood Grizzly,Zilliax,Damaged Stegotron,Batterhead,Catrina Muerte,Mass Resurrection,Plague of Death,,,,,,,,,,,,1328.6000000000001,Priest
Quest Resurrect Priest,10400,0.511,1000,11.3,Forbidden Words,Activate the Obelisk,Penance,Seance,Breath of the Infinite,Shadow Word: Death,Archmage Vargoth,Mass Dispel,Psychopomp,Convincing Infiltrator,Mass Hysteria,Sandhoof Waterbearer,Zilliax,Khartut Defender,Batterhead,Catrina Muerte,Mass Resurrection,Plague of Death,,,,,,,,,,,,,511.0,Priest
Highlander Mage,20720,0.511,2000,8.1,Elemental Evocation,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Twilight Drake,Boompistol Bully,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,1022.0,Mage
Quest Warlock,14080,0.51,1400,11.2,Mortal Coil,Supreme Archaeology,Bloodmage Thalnos,Nether Breath,Plot Twist,Questing Explorer,Zephrys the Great,Dark Skies,Crazed Netherwing,Dragonmaw Scorcher,Zilliax,Abyssal Summoner,Aranasi Broodmother,Khartut Defender,Evasive Drakonid,Lord Godfrey,Twisting Nether,Archivist Elysiana,Dragonqueen Alexstrasza,,,,,,,,,,,,714.0,Warlock
Highlander Mage,20720,0.509,1400,9.2,Arcane Breath,Ray of Frost,Acidic Swamp Ooze,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Spellbreaker,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,712.6,Mage
Quest Druid,9360,0.509,15000,9.5,Innervate,Untapped Potential,Worthy Expedition,Breath of Dreams,Crystal Merchant,Wrath,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Twilight Drake,Anubisath Defender,Oasis Surger,Starfall,Emerald Explorer,Hidden Oasis,Nourish,"Ysera, Unleashed",,,,,,,,,,,,,7635.0,Druid
Malygos OTK Rogue,16240,0.509,2700,7.9,Backstab,Preparation,Pharaoh Cat,Praise Galakrond!,Sinister Strike,Eviscerate,Edwin VanCleef,Seal Fate,SN1P-SN4P,Bone Wraith,Devoted Maniac,Umbral Skulker,Shadow Sculptor,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Alexstrasza,Malygos,,,,,,,,,,1374.3,Rogue
Zoo Warlock,5800,0.509,2000,6.5,Abusive Sergeant,Fiendish Servant,Flame Imp,Grim Rally,Mecharoo,Sinister Deal,The Soularium,Voidwalker,Dire Wolf Alpha,EVIL Genius,Knife Juggler,Scarab Egg,EVIL Recruiter,Magic Carpet,Grand Lackey Erkh,Dark Pharaoh Tekahn,Sea Giant,,,,,,,,,,,,,,1018.0,Warlock
Malygos OTK Rogue,14920,0.509,3900,7.9,Backstab,Preparation,Praise Galakrond!,Sinister Strike,Bloodmage Thalnos,Eviscerate,Sap,Edwin VanCleef,Fan of Knives,Seal Fate,Devoted Maniac,Umbral Skulker,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Jepetto Joybuzz,Malygos,,,,,,,,,,,,1985.1000000000001,Rogue
Holy Wrath Paladin,8600,0.508,1400,8.9,Crystology,Elven Archer,Baleful Banker,Bloodmage Thalnos,Crystalsmith Kangor,Flash of Light,Novice Engineer,Wild Pyromancer,Zephrys the Great,Acolyte of Pain,Time Out!,Consecration,Equality,Hammer of Wrath,Prismatic Lens,Truesilver Champion,Holy Wrath,Shrink Ray,Sathrovarr,"Shirvallah, the Tiger",,,,,,,,,,,711.2,Paladin
Quest Paladin,8480,0.508,4200,8.9,Crystology,Making Mummies,Murmy,Air Raid,Micro Mummy,Shotbot,Temple Berserker,Candletaker,SN1P-SN4P,Ancestral Guardian,Annoy-o-Module,Bone Wraith,Mechano-Egg,Zilliax,Khartut Defender,Mechanical Whelp,Kangor's Endless Army,,,,,,,,,,,,,,2133.6,Paladin
Pirate Warrior,14100,0.508,1300,7.5,Inner Rage,Eternium Rover,Sky Raider,Southsea Deckhand,Town Crier,Armorsmith,Cruel Taskmaster,Frightened Flunky,Parachute Brigand,Redband Wasp,Zephrys the Great,Ancharrr,Bloodsworn Mercenary,Bomb Wrangler,EVIL Quartermaster,Frothing Berserker,Livewire Lance,SN1P-SN4P,Southsea Captain,Dread Corsair,Hoard Pillager,Kor'kron Elite,Restless Mummy,Wrenchcalibur,Arcanite Reaper,Captain Greenskin,Faceless Corruptor,Leeroy Jenkins,Zilliax,Dragonqueen Alexstrasza,660.4,Warrior
Highlander Mage,16060,0.508,1800,10.1,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Escaped Manasaber,Spellbreaker,Twilight Drake,Big Ol' Whelp,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,The Amazing Reno,914.4,Mage
Embiggen Druid,8320,0.508,3400,7.9,Embiggen,Acornbearer,Breath of Dreams,Crystal Merchant,Firetree Witchdoctor,Vicious Scalehide,Nightmare Amalgam,Savage Roar,SN1P-SN4P,Spellbreaker,Big Ol' Whelp,Faceless Corruptor,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,,,,,,,,,,,,,,1727.2,Druid
Galakrond Quest Shaman,8220,0.508,1200,9.0,Corrupt the Waters,Sludge Slurper,Acidic Swamp Ooze,EVIL Cable Rat,Licensed Adventurer,Novice Engineer,Questing Explorer,Sandstorm Elemental,Devoted Maniac,Dragonmaw Poacher,Lifedrinker,Sky Gen'ral Kragg,Dragon's Pack,Faceless Corruptor,Shield of Galakrond,Corrupt Elementalist,Kronx Dragonhoof,"Galakrond, the Tempest",Shudderwock,,,,,,,,,,,,609.6,Shaman
Hunter,3480,0.507,10000,7.6,Clear the Way,Springpaw,Timber Wolf,Fresh Scent,Scavenging Hyena,Vicious Scalehide,Animal Companion,Desert Spear,Diving Gryphon,Kill Command,Master's Call,Unleash the Hounds,Dire Frenzy,Tundra Rhino,Unleash the Beast,Zul'jin,,,,,,,,,,,,,,,5070.0,Hunter
Quest Paladin,10080,0.507,2600,8.8,Crystology,Making Mummies,Murmy,Air Raid,Micro Mummy,Shotbot,Temple Berserker,Candletaker,SN1P-SN4P,Ancestral Guardian,Annoy-o-Module,Bone Wraith,Mechano-Egg,Zilliax,Khartut Defender,Mechanical Whelp,Kangor's Endless Army,Da Undatakah,,,,,,,,,,,,,1318.2,Paladin
Galakrond Rogue,20200,0.507,1900,8.5,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Betrayal,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Blink Fox,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Archmage Vargoth,Devoted Maniac,Hench-Clan Burglar,Spirit of the Shark,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,963.3000000000001,Rogue
Control Warrior,12520,0.506,2100,13.5,Eternium Rover,Omega Assembly,Shield Slam,Town Crier,Frightened Flunky,Warpath,Shield Block,SN1P-SN4P,Omega Devastator,Restless Mummy,Brawl,Dyn-o-matic,Plague of Wrath,Supercollider,Zilliax,Armagedillo,Tomb Warden,Archivist Elysiana,"Dr. Boom, Mad Genius",,,,,,,,,,,,1062.6,Warrior
Highlander Warrior,16480,0.506,1000,13.1,Eternium Rover,Shield Slam,Town Crier,Dragon Roar,Warpath,Weapons Project,Zephrys the Great,Bomb Wrangler,EVIL Quartermaster,Livewire Lance,Ramming Speed,Shield Block,SN1P-SN4P,Militia Commander,Molten Breath,Omega Devastator,Restless Mummy,War Master Voone,Brawl,Cobalt Spellkin,Dragonmaw Scorcher,Dyn-o-matic,Emberscale Drake,Harrison Jones,Plague of Wrath,Supercollider,Zilliax,"Deathwing, Mad Aspect","Dr. Boom, Mad Genius",Dragonqueen Alexstrasza,506.0,Warrior
Spell Paladin,5660,0.506,4300,5.4,Blessing of Wisdom,Desperate Measures,Air Raid,Sanctuary,Subdue,Blessing of Kings,Consecration,Equality,Hammer of Wrath,Prismatic Lens,Truesilver Champion,Shrink Ray,Avenging Wrath,Pharaoh's Blessing,A New Challenger...,King Phaoris,,,,,,,,,,,,,,,2175.8,Paladin
Dragon Hunter,4480,0.505,1600,6.3,Beaming Sidekick,Dwarven Sharpshooter,Tracking,Corrosive Breath,Dragon Breeder,Explosive Trap,Faerie Dragon,Phase Stalker,Snake Trap,Primordial Explorer,Scalerider,Stormhammer,Evasive Feywing,Lifedrinker,Big Ol' Whelp,Leeroy Jenkins,,,,,,,,,,,,,,,808.0,Hunter
Aggro Overload Shaman,9500,0.505,1900,8.2,Mutate,Sludge Slurper,Storm's Wrath,Surging Tempest,Voltaic Burst,Invocation of Frost,Likkim,Sandstorm Elemental,Devoted Maniac,Thunderhead,Vessina,Bloodlust,Dragon's Pack,Corrupt Elementalist,Kronx Dragonhoof,"Galakrond, the Tempest",Mogu Fleshshaper,Shudderwock,,,,,,,,,,,,,959.5,Shaman
Highlander Warrior,16240,0.504,1000,12.9,Boom Squad,Eternium Rover,Shield Slam,Town Crier,Whirlwind,Firetree Witchdoctor,Warpath,Weapons Project,Zephrys the Great,Bomb Wrangler,EVIL Quartermaster,Livewire Lance,Shield Block,SN1P-SN4P,Vulpera Scoundrel,Grand Lackey Erkh,Molten Breath,Omega Devastator,Restless Mummy,Brawl,Dragonmaw Scorcher,Dyn-o-matic,Harrison Jones,Plague of Wrath,Supercollider,Zilliax,Siamat,"Deathwing, Mad Aspect","Dr. Boom, Mad Genius",Dragonqueen Alexstrasza,504.0,Warrior
Galakrond Rogue,15940,0.504,1700,8.3,Backstab,Shadowstep,Bloodsail Flybooter,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Blink Fox,Edwin VanCleef,EVIL Miscreant,Necrium Blade,Seal Fate,Devoted Maniac,Hench-Clan Burglar,Vendetta,Faceless Corruptor,Leeroy Jenkins,Necrium Apothecary,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,Mechanical Whelp,"Galakrond, the Nightmare",Anubisath Warbringer,Dragonqueen Alexstrasza,856.8,Rogue
Tempo Warrior,10400,0.503,3400,7.5,Inner Rage,Eternium Rover,Town Crier,Armorsmith,Battle Rage,Cruel Taskmaster,Temple Berserker,Acolyte of Pain,Bloodsworn Mercenary,Bomb Wrangler,Overlord's Whip,SN1P-SN4P,Kor'kron Elite,Restless Mummy,Leeroy Jenkins,Zilliax,The Black Knight,Grommash Hellscream,,,,,,,,,,,,,1710.2,Warrior
Embiggen Druid,9800,0.502,1800,6.7,Embiggen,Strength in Numbers,Breath of Dreams,Faerie Dragon,Injured Tol'vir,SN1P-SN4P,Dragonmaw Poacher,Evasive Feywing,Frizz Kindleroost,Swipe,Big Ol' Whelp,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,Winged Guardian,"Ysera, Unleashed",,,,,,,,,,,,,903.6,Druid
Wall Druid,6040,0.502,1400,7.6,Innervate,Strength in Numbers,Breath of Dreams,Wrath,Ferocious Howl,Wild Growth,Witching Hour,Archmage Vargoth,Predatory Instincts,Swipe,Witchwood Grizzly,Emerald Explorer,Evasive Drakonid,Gloop Sprayer,Winged Guardian,Alexstrasza,"Ysera, Unleashed",,,,,,,,,,,,,,702.8,Druid
Galakrond Warrior,11320,0.501,7400,8.0,Eternium Rover,Town Crier,Cruel Taskmaster,Ritual Chopper,Acolyte of Pain,Awaken!,Bomb Wrangler,Clockwork Goblin,EVIL Quartermaster,SN1P-SN4P,Devoted Maniac,Scion of Ruin,Wrenchcalibur,Shield of Galakrond,Zilliax,Kronx Dragonhoof,Blastmaster Boom,"Galakrond, the Unbreakable",,,,,,,,,,,,,3707.4,Warrior
Galakrond Rogue,12520,0.501,1100,9.5,Backstab,Dragon's Hoard,Pharaoh Cat,Pilfer,Praise Galakrond!,Underbelly Fence,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Hench-Clan Burglar,Vendetta,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,551.1,Rogue
Galakrond Shaman,11400,0.5,1000,9.4,Mutate,Earth Shock,Earthen Might,Invocation of Frost,Novice Engineer,Witch's Brew,Electra Stormsurge,Far Sight,Haunting Visions,Spirit of the Frog,Zentimo,Devoted Maniac,Hex,Dragon's Pack,Shield of Galakrond,Corrupt Elementalist,Kronx Dragonhoof,"Galakrond, the Tempest",Shudderwock,,,,,,,,,,,,500.0,Shaman
Galakrond Rogue,16900,0.5,1100,8.8,Backstab,Shadowstep,Bazaar Burglary,Pharaoh Cat,Praise Galakrond!,Eviscerate,Licensed Adventurer,Questing Explorer,Sap,Zephrys the Great,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Sky Gen'ral Kragg,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,550.0,Rogue
